source_filename,Agreement Name,Agreement Classification,Agreement Purpose,Party1 Name,Party1 Role,Party2 Name,Party2 Role,Effective Date,Signature Date,Term,Renewal Term,Recurring Monthly Charges,Nonrecurring Charges,Services,Locations,Payment Terms,Contract Type,Clauses
"51594225874_Concentra Spectrum Coax # 34515 Addison, TX.pdf",Order Posted to Telarus Scoreboard - DCi for Concentra CBOC Addison,Service Agreement,Service provisioning,Telarus,Provider,Concentra CBOC Addison,Customer,Not specified.,Not specified.,Not specified.,Not specified.,79.98,Not specified.,Business Cable,"5080 SPECTRUM DR STE 1200W ADDISON, TX 75001-4624",Month to Month,,
"51594225956_Concentra Spectru Coax # 31211 Honolulu, HI.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,Concentra Health Services,Customer,3/14/2018,Not specified.,Not specified.,Not specified.,134.98,Not specified.,Business Cable,"545 OHOHIA ST, HONOLULU, HI 96819-1935",Month to Month,,
"51594226077_Concentra Spectrum Coax # 31833 Louisville, KY.pdf",T4WO-10435 Coax Availability,Service Agreement,Service Provisioning,Spectrum,Provider,"Concentra Health Services, Inc.",Customer,7/1/2020,Not specified.,Not specified.,Not specified.,84.98,Not specified.,Coax service,"400 South 1st Street, Louisville, KY 40202",Not specified.,,
"51594226142_Concentra Spectrum Coax # 31835 Louisville, KY.pdf",T4WO-5256 Coax Availability,Service Agreement,Service provisioning,Spectrum,Provider,"Concentra Health Services, Inc",Customer,7/1/2020,6/4/2018,Not specified,Not specified,$59.99 ,$99.00 ,Coax internet service,"10401 Linn Station Rd, Ste 9901, Louisville, KY 40223",Not specified,,
"51594226195_Concentra Spectrum Coax # 35117 Madison, WI.pdf",T4WO-7489 1619 N Stoughton Rd,Service Agreement,Service provisioning,Spectrum,Provider,Concentra Health Services Inc,Customer,7/1/2020,8/29/2018,Not specified.,Not specified.,84.98,Not specified.,Back up Solution,"1619 N Stoughton Rd, Madison, WI 53704",Not specified.,,
"51594226254_Concentra Spectrum Coax # 35501 Cody, WY.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCI for Concentra Cody WY ocb 35501,Customer,Not specified.,Not specified.,0,Not specified.,99.99,Not specified.,Business Cable,"1432 RUMSEY AVE CODY, WY 82414-0000",Not specified.,,
51594388159_Select - Concentra Addison TX - 1Gb MPLS Internet Refresh Service Agreement_20190514_Countersigned.pdf,Service Agreement,Service Agreement,Service provisioning,WINDSTREAM ENTERPRISE,Provider,SelMed - Concentra,Customer,5/13/2019,5/14/2019,36,12,"$3,180.60 ",$0.00 ,"['Internet Service', 'Ethernet Access(1 Gb)', 'Managed Router - Advanced', 'Managed Router Equipment', 'MPLS/Internet Shared Port', 'IP Addresses Block of 8 Charge', 'Quality of Service']","['15814 MIDWAY RD, ADDISON, TX 75001-4259']",Bills are issued monthly and are late if not paid by the due date reflected on the invoice.,,
51594730590_21522852310_WOW_Agmt_SSH_Evansville_IN (1).pdf,Business Service Order,Service Agreement,Service provisioning,"WOW! Internet, Cable and Phone",Provider,DCi for SSH Evansville,Customer,1/30/2017,1/31/2017,12,Automatic renewal,$379.70 ,$100.00 ,"['Static IP (5 Usable)', 'High Speed Internet 120mbps/15mbps', 'Business Line Equipment Rental (1-12 Lines) with WIFI enabled', 'Coax Installation']",['400 SE 4th ST DATA ROOM EVANSVILLE IN 47713'],Not specified.,,
51594730703_21522852310_WOW_Agmt_SSH_Evansville_IN (1).pdf,Business Service Order,Service Agreement,Service provisioning,"WOW! Internet, Cable and Phone",Provider,DCi for SSH Evansville,Customer,1/30/2017,1/31/2017,12,Automatic renewal,$379.70 ,$100.00 ,"['Static IP (5 Usable)', 'High Speed Internet 120mbps/15mbps', 'Business Line Equipment Rental (1-12 Lines) with WIFI enabled', 'Coax Installation']",['400 SE 4th ST DATA ROOM EVANSVILLE IN 47713'],Not specified.,,
51594731622_1341535656534_Cox- SMC Springdale AR 548150.pdf,Commercial Services Agreement,Service Agreement,Service provisioning,"CoxCom, LLC.; Cox Arkansas Telcom, LLC",Provider,DCi for SMC Springdale AR 548150,Customer,8/30/2018,8/30/2018,12,12,$304.99 ,$125.00 ,"CBI 100 - 100Mbps x 20Mbps, Static IP Address, 4 Additional IP Addresses, Cox Business Online Backup - 25GB, Security Suite - 25 PC, Cox Mail Premium - 5 Mailboxes - 10GB, CBI Modem, CBI Modem Activation, Cox Business Internet Install","3291 S Thompson, Suite G-102, Springdale, AR 72764; 609 W MAPLE AVE #6th Fl, SPRINGDALE, Arkansas 72764",Due date on the invoice. Late payment subject to interest or a late charge no greater than the maximum rate allowed by law.,,
51594732614_31553112813_4548 - SMC Springdale Ar Cox Business.pdf,Commercial Services Agreement,Service Agreement,Service provisioning,"CoxCom, LLC.; Cox Arkansas Telcom, LLC",Provider,DCi for SMC Springdale AR 548150,Customer,3/12/2019,3/20/2019,36,12,$699.00 ,$250.00 ,"Cox Optical Internet with Management 20 Mbps, IP Address Block - /31 (2 Ips), IP Address Block - /30 (4 IPs), Managed CPE Install, COX OPTICAL INTERNET INSTALLATION","3291 S Thompson, Suite G-102, Springdale, AR 72764",Payment due date on the invoice. Late payments subject to interest or late charge.,,
"51594744502_Western Branch Diesel Spetrum Coax WILMINGTON, NC.pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,Western Branch Diesel,Customer,Not specified.,Not specified.,0,Not specified.,$164.97 ,Not specified.,Business Cable,"2011 CORPORATE DR STE 1, WILMINGTON, NC 28405-0000",Not specified.,,
"51594844756_USHW Spectrum Coax # 37153 Los, Angeles.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,Concentra Health Services,Customer,3/18/2019,Not specified.,0,Not specified.,84.98,Not specified.,Business Cable,"1400 S GRAND AVE STE 611 LOS ANGELES, CA 90015-3068",Not specified.,,
"51594845054_USHW Spectrum Coax # 37153 Segundo, CA.pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,Concentra Health Services,Customer,Not specified.,Not specified.,0,Not specified.,74.98,Not specified.,Business Cable,"390 N PACIFIC COAST HWY STE 1000 EL SEGUNDO, CA 90245-4401",Not specified.,,
"51594845353_ USHW Spectrum Coax # 37172 Ontario, CA.pdf",Spectrum Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,Concentra Health Services,Customer,Not specified.,3/4/2019,0,Not specified.,84.98,Not specified.,Business Cable,"3200 INLAND EMPIRE BLVD STE 100 ONTARIO, CA 91764-5569",Not specified.,,
"51594845429_USHW Spectrum Coax # 37165 Long Beach, CA.pdf",Order and appointment confirmation,Service Agreement,Service provisioning,Spectrum,Provider,CONCENTRA HEALTH SERVICES INC,Customer,6/29/2020,Not specified,Not specified,Not specified,84.98,99,Spectrum Internet,"100 Oceangate Ste P245, Long Beach CA 90802",Not specified,,
"51594846250_Select Medical Spectrum Coax # 50054 Pelham, AL.pdf",Spectrum Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCI FOR PHYSIO THERAPY Puyallup OCB 50853,Customer,2/24/2017,Not specified.,0,Not specified.,$109.98 ,Not specified.,Business Cable,"3143 PELHAM PKWY STE 400, PELHAM, AL 35124-6301",Not specified.,,
"51594846380_Select Medical Spectrum Coax # 4469 Homewood, AL.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCI for SSH Birmingham OCB 469150,Customer,Not specified.,Not specified.,0,Not specified.,119.98,Not specified.,Business Cable,"2010 BROOKWOOD MEDICAL CTR DR RM 335 BIRMINGHAM, AL 35209-6804",Not specified.,,
"51594846461_Select Medical Spectrum Coax # 21152 Wilbraham, MA.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Telarus,Provider,DCi for NovaCare Wilbraham MA,Customer,7/1/2020,Not specified.,0,Not specified.,109.98,Not specified.,Spectrum Business Business Cable,"2377 BOSTON RD WILBRAHAM, ΜΑ 01095-1254",Not specified.,,
51594925107_1489170-Spectrum_Agmt-_Saco_Bay_S_Portland_ME_OCB_41308.pdf,Time Warner Cable Coax Service Agreement Template,Service Agreement,Service provisioning,"Charter Communications Operating, LLC",Provider,DCI FOR SACO BAY SOUTH PORTLAND OCB 41,Customer,3/22/2017,3/23/2017,Not specified,Not specified,259.93,99,"['100x10 HSD', '1 Static IP', '5 Unlimited Local and Nationwide Calling', 'Business Voice and Trunk Service', 'E911 Acknowledgment']","['29 Foden Rd S Portland ME 04106', '45 Western Ave S Portland ME 04106', '1700 Union Ave Suite B Baltimore MD 21211']",Not specified,,
"51594925613_Select Medical Spectrum Coax # 40785 Bangor, ME.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service Provisioning,Time Warner Cable,Provider,DCi for Saco Bay Physical Therapy,Customer,Not specified.,Not specified.,24,Not specified.,249.99,Not specified.,Business Cable,"12 STILLWATER AVE, BANGOR, ΜΕ 04401-3984",Not specified.,,
"51594926563_Select Medical Spectrum Coax #Newtown, CT.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Telarus,Provider,DCi for Select Physical Therapy OCB 41216,Customer,Not specified.,Not specified.,0,Not specified.,$109.98 ,Not specified.,Spectrum Business Business Cable,"12 QUEEN ST, NEWTOWN, CT 06470-2100",Not specified.,,
"51594926759_Select Medical Spectrum Coax # 01522 Englewood, NJ.pdf",Spectrum - (Time Warner Cable) Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCi for Kessler Englewood,Customer,Not specified.,11/10/2017,0,Not specified.,69.98,Not specified.,Business Cable,"370 GRAND AVE, ENGLEWOOD, NJ 07631-4154",Not specified.,,
"51594926854_Select Medical Spectrum Coax # 21120 North East, PA.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service Provisioning,Time Warner Cable,Provider,DCi for Select Medical Physical Therapy,Customer,Not specified.,Not specified.,24,Not specified.,249.99,Not specified.,Business Cable,"10680 W MAIN RD, NORTH EAST, PA 16428-2226",Not specified.,,
"51594927645_Select Medical Spectrum Coax # 40859 Gastonia, NC.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,Not specified.,Not specified.,36,Not specified.,186.99,Not specified.,Business Cable,"801 COX RD, GASTONIA, NC 28054-3453",Not specified.,,
"51594927729_Select Medical Spectrum Coax # 40851 Cary, NC.pdf",Time Warner Cable Business Cable Order,Service Order,Service provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,Not specified.,Not specified.,36,Not specified.,186.99,Not specified.,Business Cable,"101 SW CARY PKWY STE 10 CARY, NC 27511-5562",Not specified.,,
"51594927968_Select Medical Spectrum Coax #40864 Raleigh, NC.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,7/6/2020,Not specified,36,Not specified,186.99,Not specified,Business Cable,"2605 BLUE RIDGE RD STE 230 RALEIGH, NC 27607-6475",Not specified,,
"51594928341_Select Medical Spectrum Coax #41232 Concord, NC.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service Provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,7/6/2020,Not specified,24,Not specified,$119.99 ,Not specified,Business Cable,"10020 EDISON SQUARE DR NW STE C105 CONCORD, NC 28027",Not specified,,
"51594928742_Select Medical Spectrum Coax # 40856 Davidson, NC.pdf",Time Warner Cable Business Cable Order,Service Order,Service Provisioning,Time Warner Cable,Provider,DCi for Select Medical Physical Therapy,Customer,Not specified.,Not specified.,24,Not specified.,249.99,Not specified.,Business Cable,"705 GRIFFITH ST STE 206 DAVIDSON, NC 28036-9302",Not specified.,,
"51594929308_Select Medical Spectrum Coax #41236 Huntersville, NC.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,10/18/2016,Not specified,24,Not specified,119.99,Not specified,Business Cable,"9615 KINCEY AVE STE 200 HUNTERSVILLE, NC 28078-9140",Not specified,,
"51594929465_Select Medical Spectrum Coax # 00111 Largo, FL.pdf",Bright House Networks Business Cable Order,Service Order,Service Provisioning,Bright House Networks,Provider,DCi for Select Physical Therapy,Customer,Not specified.,Not specified.,0,Not specified.,150,Not specified.,Business Cable,"13801 WALSINGHAM RD STE G, LARGO, FL 33774-3237",Not specified.,,
"51594929581_Select Medical Spectrum Coax # 00106 Clearwater, FL.pdf",Spectrum (Bright House) Business Cable Order,Service Agreement,Service Provisioning,Spectrum (Bright House),Provider,DCI FOR Select Physical Therapy CLEARWATER OCB 00106,Customer,Not specified.,Not specified.,0,Not specified.,$129.98 ,Not specified.,Business Cable,"922 S MISSOURI AVE, CLEARWATER, FL 33756-4298",Not specified.,,
"51594929662_Select Medical Spectrum Coax # 00209 Tampa, F.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Telarus,Provider,DCI for Select Physical Therapy Tampa FL 00191,Customer,12/19/2017,Not specified.,0,Not specified.,69.98,Not specified.,Business Cable,"15310 AMBERLY DR STE 155 TAMPA, FL 33647-1645",Not specified.,,
"51594929784_Select Medical Spectrum Coax # 4065 Orlando, FL.pdf",Spectrum (Bright House) Business Cable Order,Service Agreement,Service provisioning,Spectrum (Bright House),Provider,DCi for Select Physical Therapy Orlando OCB 40651,Customer,7/6/2020,Not specified,0,Not specified,109.98,Not specified,Business Cable,"12124 HIGH TECH AVE STE 100 ORLANDO, FL 32817-8306",Not specified,,
"51594930128_Select Medical Spectrum Coax # 40853 Charlotte, NC.pdf",Time Warner Cable Business Cable Order for DCi for Select Physical Therapy,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,Not specified.,Not specified.,36,Not specified.,186.99,Not specified.,Business Cable,"2826 RANDOLPH RD # 2, CHARLOTTE, NC 28211-1386",Not specified.,,
"51594930242_Select Medical Spectrum Coax # 40852 Charlotte, NC.pdf",Time Warner Cable Business Cable Order for DCi for Select Physical Therapy,Service Agreement,Service Provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,6/11/2015,Not specified.,36,Not specified.,186.99,Not specified.,Business Cable,"10512 PARK RD STE 209 CHARLOTTE, NC 28210-8469",Not specified.,,
"51594930612_Select MedicalSpectrum Coax # 40861 Matthews, NC.pdf",Business Cable Order,Service Agreement,Service Provisioning,Telarus,Provider,Select Physical Therapy Matthews NC,Customer,Not specified.,Not specified.,0,Not specified.,$69.98 ,Not specified.,Business Cable,"855 SAM NEWELL RD, MATTHEWS, NC 28105-7593",Not specified.,,
"51595007158_Select Medical Spectrum Coax # 00146 Lakeland, FL.pdf",Bright House Networks Business Cable Order,Service Agreement,Service provisioning,Bright House Networks,Provider,DCi for Select Physical Therapy,Customer,2/27/2017,Not specified,0,Not specified,129.98,Not specified,Business Cable,"5155 US HIGHWAY 98 SOUTH SUITE 5B LAKELAND, FL 33812",Not specified,,
"51595007227_Select Medical Spectrum Coax # 00174 LandOLakes, FL.pdf",Business Cable Order,Service Agreement,Service provisioning,Bright House Networks,Provider,DCi for Select Physical Therapy,Customer,Not specified.,Not specified.,0,Not specified.,150,Not specified.,Business Cable,"20577 AMBERFIELD DR BLDG 7 LAND O LAKES, FL 34638",Not specified.,,
"51595007316_Select Medical Spectrum Coax # 41256 Ocoee, FL.pdf",Spectrum (Bright House) Business Cable Order,Service Agreement,Service Provisioning,Spectrum (Bright House),Provider,DCI for Select Physical Therapy Ocoee OCB 41120,Customer,Not specified.,Not specified.,0,Not specified.,129.98,Not specified.,Business Cable,"578 OCOEE COMMERCE PKWY OCOEE, FL 34761-4219",Not specified.,,
"51595007499_Select Medical Spectrum Coax # 50063 Gardendale, AL.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCi for Physio Therapy Gardendale,Customer,2/9/2017,Not specified.,0,Not specified.,109.98,Not specified.,Business Cable,"592 FIELDSTOWN RD STE 114 GARDENDALE, AL 35071-3430",Not specified.,,
"51595014199_ Select Medical Spectrum Coax # 04079 Paris, KY.pdf",Time Warner Cable Business Cable Order for DCi for KORT Paris OCB 04078,Service Order,Service Provisioning,Time Warner Cable,Provider,DCI for KORT Paris OCB 04078,Customer,Not specified.,Not specified.,24,Not specified.,174.99,Not specified.,Business Cable,"229 LETTON DR PARIS, KY 40361-2251",Not specified.,,
"51595879430_Select Medical Spectrum Coax #05852 St. Louis, MO.pdf",Order Posted to Telarus Scoreboard - DCi for SpineCare Saint Louis MO ocb 05852,Service Agreement,Service Provisioning,Telarus,Provider,SpineCare Saint Louis,Customer,9/14/2017,Not specified.,Not specified.,Month to Month,$69.98 ,Not specified.,Business Cable,"555 N NEW BALLAS RD STE 210S SAINT LOUIS, MO 63141",Not specified.,,
"51595966446_Select Medical Spectrum Coax #00122 Brandon, FL .pdf",Bright House Networks Business Cable Order,Service Agreement,Service Provisioning,Bright House Networks,Provider,Select Physical Therapy,Customer,9/1/2016,Not specified,0,Not specified,100,Not specified,Business Cable,"932 Oakfield DR, BRANDON, FL 33511-4950",Not specified,,
